conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,num_words,num_chars,num_messages,sentiment
kTQ3SdYpMTZinAwHn,1,Low,Mixed,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],611.0,600.0,1.018333333333333,a7F2CWbvcgg8EaF7W,thats the best i can do,2021-02-26T19:23:59.943Z,that's the best i can do,6,23,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
TwunaL3J7Q2kC2nMf,1,Low,Low,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],511.0,94.0,5.4361702127659575,gkYgpnREWnHM7WaHR,poooooooints,2021-02-26T19:16:38.062Z,poooooooints,1,12,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
BctKiX6FH5Mu63PY8,1,Mixed,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],479.0,85.0,5.635294117647059,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
TFXd7JkGn4hdXHvft,1,Low,Low,Low,Mixed,Low,4,Easy [Corresponds to 'Hard' in PNAS],672.0,159.0,4.226415094339623,JcEB29FvKCYX8F3W6,yellow you satisfied,2021-02-26T19:22:00.850Z,"yellow, you satisfied?",3,20,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
MxNNDmoLQ9nmuHhHe,1,Mixed,Low,Low,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],633.0,131.0,4.8320610687022905,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,looks good,2021-03-03T19:10:57.150Z,looks good.,2,10,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,done,2021-03-03T19:11:16.270Z,done',1,4,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,why move b to 102,2021-03-03T19:11:20.909Z,why move b to 102?,5,17,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,there are no viloations on the left side,2021-03-03T19:11:39.834Z,there are no viloations on the left side.,8,40,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,but youre missing a lot of points,2021-03-03T19:11:46.123Z,but you're missing a lot of points,7,33,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,ok fix it please,2021-03-03T19:11:54.867Z,"ok, fix it please.",4,16,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,i mean the goal is to not have violations and maximize points,2021-03-03T19:13:52.760Z,"i mean, the goal is to not have violations and maximize points",12,61,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,if we have people getting 40 points when it could be 90 were missing out on points,2021-03-03T19:14:12.434Z,"if we have people getting 40 points when it could be 90, we're missing out on points",17,82,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,yes true and a violation is 100,2021-03-03T19:14:12.487Z,"yes, true and a violation is -100",7,31,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,ZtBet8uas9QhRD95i,probably better to just not have violations,2021-03-03T19:14:31.432Z,probably better to just not have violations,7,43,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,xFfSYTNuXsFeotznX,yes theres a lot of shifting for c due to the restraints on it,2021-03-03T19:15:08.194Z,"yes there's a lot of shifting for ""c"" due to the restraints on it",14,62,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,done,2021-03-03T19:15:26.211Z,done,1,4,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,but look,2021-03-03T19:15:30.558Z,but look,2,8,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,a is getting 27  points,2021-03-03T19:15:34.602Z,a is getting 27  points,5,23,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,literally the lowest possible amount for a,2021-03-03T19:15:39.277Z,literally the lowest possible amount for a,7,42,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,im fine with that,2021-03-03T19:15:47.577Z,i'm fine with that.,4,17,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,and b went from 97 to 46,2021-03-03T19:15:48.375Z,and b went from 97 to 46,7,24,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,fair enough,2021-03-03T19:16:10.681Z,fair enough,2,11,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
SEN35wQWLHhBBexSa,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],581.0,141.0,4.120567375886525,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
HvApsyAmuMwWyKcux,1,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],541.0,160.0,3.38125,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,quick,2021-03-03T19:18:55.200Z,quick.,1,5,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,i am satisfied,2021-03-03T19:19:04.700Z,i am satisfied,3,14,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,good work everyone,2021-03-03T19:19:08.573Z,good work everyone,3,18,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,that was awesome,2021-03-03T19:19:12.841Z,that was awesome,3,16,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,yes super,2021-03-03T19:19:19.798Z,yes super,2,9,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,very good work  stinks we have to wait on blue,2021-03-03T19:19:29.125Z,very good work!  stinks we have to wait on blue!,10,46,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,riduculous,2021-03-03T19:19:50.781Z,riduculous!,1,10,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,that will make these rounds go much longer,2021-03-03T19:19:56.054Z,that will make these rounds go much longer.,8,42,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,we have to wait alot,2021-03-03T19:20:14.536Z,we have to wait alot,5,20,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,we are gonna be here so much longer  really stinks,2021-03-03T19:20:29.150Z,we are gonna be here so much longer.  really stinks!,10,50,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,have you all done this before,2021-03-03T19:20:35.366Z,have you all done this before?,6,29,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,me no,2021-03-03T19:20:44.371Z,"me, no.",2,5,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,no i have never done this one,2021-03-03T19:20:45.015Z,no i have never done this one,7,29,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,also no,2021-03-03T19:20:48.001Z,also no,2,7,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,no this is the first time,2021-03-03T19:20:50.982Z,no this is the first time,6,25,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,ZZgx2tcnHmfBbbuuq,nope,2021-03-03T19:20:56.768Z,nope,1,4,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,this is a great task  if everyone was playing,2021-03-03T19:21:02.229Z,this is a great task - if everyone was playing!,9,45,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,ive never done it and its really cool except waiting on the blue guy,2021-03-03T19:21:03.403Z,i've never done it. and it's really cool except waiting on the blue guy,14,68,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,yeah kind of fun,2021-03-03T19:21:17.229Z,"yeah, kind of fun",4,16,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,the fast pace made me think everybody else was an expert,2021-03-03T19:21:23.936Z,the fast pace made me think everybody else was an expert,11,56,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,it is really fun,2021-03-03T19:21:27.592Z,it is really fun,4,16,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,we are just smart turkers,2021-03-03T19:21:38.030Z,we are just smart turkers!,5,25,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,i think everyone was just excited to get started and were seeing how it worked we got it this time,2021-03-03T19:21:50.736Z,"i think everyone was just excited to get started, and were seeing how it worked. we got it this time!",20,98,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,i agree green,2021-03-03T19:22:07.073Z,"i agree, green",3,13,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
8Tn58Shn84QLt98gm,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],434.0,48.0,9.041666666666666,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
biv6qmjxFHmfqCKDo,1,High,High,High,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],621.0,72.0,8.625,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,XApfLti4Kp76QzSnj,you guys are really smart,2021-03-03T19:11:14.174Z,you guys are really smart,5,25,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,bem97cS9DxH3djLNy,,2021-03-03T19:11:26.031Z,:-),0,0,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,XApfLti4Kp76QzSnj,i dont know what im doing,2021-03-03T19:11:34.816Z,i don't know what i'm doing,6,25,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,ydmtpB5MMrPa8y2Rk,im satisfied,2021-03-03T19:11:38.754Z,i'm satisfied,2,12,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
WvTqeFKEDkCLjF7ff,1,Mixed,Mixed,Mixed,High,Low,2,Easy [Corresponds to 'Hard' in PNAS],592.0,323.0,1.8328173374613004,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
xJqitLtjA4er5jnEn,1,Low,Mixed,Low,Low,Low,4,Easy [Corresponds to 'Hard' in PNAS],569.0,236.0,2.4110169491525424,NULL_SPEAKER,,NULL_TIME,,1,3,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
3GHKN56ERGrgdxG4y,1,High,Low,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],471.0,180.0,2.6166666666666667,r3CLygPJaKkDvyoEk,wow you guys are fast,2021-03-10T18:15:56.407Z,wow you guys are fast!,5,21,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
3GHKN56ERGrgdxG4y,1,High,Low,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],471.0,180.0,2.6166666666666667,7FGgMg6agZP5N3767,yea i cant get a chance to move any of them with how fast you all are going,2021-03-10T18:16:17.766Z,yea i cant get a chance to move any of them with how fast you all are going,18,75,1,"{'positive': 0.0, 'negative': 0.0, 'neutral': 0.0}"
