conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,Looks good.,2021-03-03T19:10:57.150Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,Done',2021-03-03T19:11:16.270Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,Why move B to 102?,2021-03-03T19:11:20.909Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,There are no viloations on the left side.,2021-03-03T19:11:39.834Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,But you're missing a lot of points,2021-03-03T19:11:46.123Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,"Ok, fix it please.",2021-03-03T19:11:54.867Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,"I mean, the goal is to not have violations and maximize points",2021-03-03T19:13:52.760Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,"If we have people getting 40 points when it could be 90, we're missing out on points",2021-03-03T19:14:12.434Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,"Yes, true and a violation is -100",2021-03-03T19:14:12.487Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,ZtBet8uas9QhRD95i,probably better to just not have violations,2021-03-03T19:14:31.432Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,xFfSYTNuXsFeotznX,"Yes there's a lot of shifting for ""C"" due to the restraints on it",2021-03-03T19:15:08.194Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,Done,2021-03-03T19:15:26.211Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,But look,2021-03-03T19:15:30.558Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,A is getting 27  points,2021-03-03T19:15:34.602Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,literally the lowest possible amount for A,2021-03-03T19:15:39.277Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,I'm fine with that.,2021-03-03T19:15:47.577Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,And b went from 97 to 46,2021-03-03T19:15:48.375Z
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,Fair enough,2021-03-03T19:16:10.681Z
SEN35wQWLHhBBexSa,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],581.0,141.0,4.120567375886525,NULL_SPEAKER,,NULL_TIME
HvApsyAmuMwWyKcux,1,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],541.0,160.0,3.38125,NULL_SPEAKER,,NULL_TIME
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,Quick.,2021-03-03T19:18:55.200Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,I am satisfied,2021-03-03T19:19:04.700Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,Good work everyone,2021-03-03T19:19:08.573Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,That was awesome,2021-03-03T19:19:12.841Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,yes super,2021-03-03T19:19:19.798Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,Very good work!  Stinks we have to wait on blue!,2021-03-03T19:19:29.125Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,Riduculous!,2021-03-03T19:19:50.781Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,That will make these rounds go much longer.,2021-03-03T19:19:56.054Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,We have to wait alot,2021-03-03T19:20:14.536Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,We are gonna be here so much longer.  Really stinks!,2021-03-03T19:20:29.150Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,Have you all done this before?,2021-03-03T19:20:35.366Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,"Me, no.",2021-03-03T19:20:44.371Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,No I have never done this one,2021-03-03T19:20:45.015Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,Also no,2021-03-03T19:20:48.001Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,No this is the first time,2021-03-03T19:20:50.982Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,ZZgx2tcnHmfBbbuuq,nope,2021-03-03T19:20:56.768Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,This is a great task - if everyone was playing!,2021-03-03T19:21:02.229Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,I've never done it. And it's really cool except waiting on the blue guy,2021-03-03T19:21:03.403Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,"Yeah, kind of fun",2021-03-03T19:21:17.229Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,The fast pace made me think everybody else was an expert,2021-03-03T19:21:23.936Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,It is really fun,2021-03-03T19:21:27.592Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,We are just smart turkers!,2021-03-03T19:21:38.030Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,"I think everyone was just excited to get started, and were seeing how it worked. We got it this time!",2021-03-03T19:21:50.736Z
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,"I agree, green",2021-03-03T19:22:07.073Z
8Tn58Shn84QLt98gm,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],434.0,48.0,9.041666666666666,NULL_SPEAKER,,NULL_TIME
biv6qmjxFHmfqCKDo,1,High,High,High,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],621.0,72.0,8.625,NULL_SPEAKER,,NULL_TIME
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,XApfLti4Kp76QzSnj,you guys are really smart,2021-03-03T19:11:14.174Z
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,bem97cS9DxH3djLNy,:-),2021-03-03T19:11:26.031Z
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,XApfLti4Kp76QzSnj,I don't know what I'm doing,2021-03-03T19:11:34.816Z
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,ydmtpB5MMrPa8y2Rk,I'm satisfied,2021-03-03T19:11:38.754Z
WvTqeFKEDkCLjF7ff,1,Mixed,Mixed,Mixed,High,Low,2,Easy [Corresponds to 'Hard' in PNAS],592.0,323.0,1.8328173374613004,NULL_SPEAKER,,NULL_TIME
xJqitLtjA4er5jnEn,1,Low,Mixed,Low,Low,Low,4,Easy [Corresponds to 'Hard' in PNAS],569.0,236.0,2.4110169491525424,NULL_SPEAKER,,NULL_TIME
3GHKN56ERGrgdxG4y,1,High,Low,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],471.0,180.0,2.6166666666666667,r3CLygPJaKkDvyoEk,wow you guys are fast!,2021-03-10T18:15:56.407Z
3GHKN56ERGrgdxG4y,1,High,Low,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],471.0,180.0,2.6166666666666667,7FGgMg6agZP5N3767,yea i cant get a chance to move any of them with how fast you all are going,2021-03-10T18:16:17.766Z
3GHKN56ERGrgdxG4y,1,High,Low,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],471.0,180.0,2.6166666666666667,r3CLygPJaKkDvyoEk,I know right!,2021-03-10T18:17:26.388Z
3GHKN56ERGrgdxG4y,1,High,Low,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],471.0,180.0,2.6166666666666667,y587sfiKM2KCgzRRW,IT WORKED BEFORE,2021-03-10T18:17:27.937Z
3GHKN56ERGrgdxG4y,1,High,Low,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],471.0,180.0,2.6166666666666667,y587sfiKM2KCgzRRW,WHY DID EVERYONE MOVE EVERYTHING,2021-03-10T18:17:33.843Z
AsEcMzyehsmuQspZo,1,Mixed,Low,High,Low,Low,3,Easy [Corresponds to 'Hard' in PNAS],492.0,182.0,2.7032967032967035,NULL_SPEAKER,,NULL_TIME
EAT5huLHGhHMqrwkH,1,High,Low,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],596.0,71.0,8.394366197183098,NULL_SPEAKER,,NULL_TIME
WCgKHreZdSG6H8PaW,1,High,Low,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],652.0,249.0,2.618473895582329,NULL_SPEAKER,,NULL_TIME
BEY4ikSKrGtcaT8vb,1,High,High,High,Low,Low,5,Easy [Corresponds to 'Hard' in PNAS],525.0,218.0,2.408256880733945,YhLjZN6RkXhbaFLqy,"Yellow, Green? Are your answers good?",2021-03-10T18:27:59.844Z
dbqX58FcojeTTeMXe,1,Low,High,High,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],525.0,61.0,8.60655737704918,NULL_SPEAKER,,NULL_TIME
kySX6MHndg67cD3Li,1,Low,Mixed,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],648.0,525.0,1.2342857142857142,GaCyLACZvdGS8BC8g,Ok.  Should we start by placing each in their best room?,2021-03-10T18:10:49.630Z
kySX6MHndg67cD3Li,1,Low,Mixed,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],648.0,525.0,1.2342857142857142,GaCyLACZvdGS8BC8g,"So, A would be in 103",2021-03-10T18:10:56.679Z
kySX6MHndg67cD3Li,1,Low,Mixed,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],648.0,525.0,1.2342857142857142,GaCyLACZvdGS8BC8g,"My mistake, 105",2021-03-10T18:11:03.026Z
kySX6MHndg67cD3Li,1,Low,Mixed,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],648.0,525.0,1.2342857142857142,h2jByMazWeZXyzJB3,b shoul dbe in 101,2021-03-10T18:12:06.518Z
kySX6MHndg67cD3Li,1,Low,Mixed,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],648.0,525.0,1.2342857142857142,h2jByMazWeZXyzJB3,a shpuld be in 102,2021-03-10T18:12:20.806Z
kySX6MHndg67cD3Li,1,Low,Mixed,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],648.0,525.0,1.2342857142857142,h2jByMazWeZXyzJB3,c & d in 103 maximizes,2021-03-10T18:13:02.289Z
kySX6MHndg67cD3Li,1,Low,Mixed,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],648.0,525.0,1.2342857142857142,WBD8j64fntbaWjGs8,we had a score of 600+,2021-03-10T18:13:35.295Z
